Dataset,Dataset_Size,Model,labellingType,NumberOfTopic,Computation_Time,Acc_classesReport,F1_ScoreScore,Precision_ScoreScore,Recall_ScoreScore,Accuracy_ScoreScore
cybertweets,14414,BERTopic,leak,110,50.30577540397644,"[[7.00000000e-01 2.91666667e-01 4.11764706e-01 2.40000000e+01]
 [9.92104041e-01 9.98597475e-01 9.95340168e-01 2.13900000e+03]
 [9.90753583e-01 9.90753583e-01 9.90753583e-01 9.90753583e-01]
 [8.46052020e-01 6.45132071e-01 7.03552437e-01 2.16300000e+03]
 [9.88862942e-01 9.90753583e-01 9.88864989e-01 2.16300000e+03]]",0.9885029175990389,0.9881532235043984,0.9902912621359224,0.9921405455386038
cybertweets,14414,BERTopic,leak,120,49.79546642303467,"[[9.00000000e-01 3.75000000e-01 5.29411765e-01 2.40000000e+01]
 [9.93032977e-01 9.99532492e-01 9.96272134e-01 2.13900000e+03]
 [9.92602866e-01 9.92602866e-01 9.92602866e-01 9.92602866e-01]
 [9.46516489e-01 6.87266246e-01 7.62841949e-01 2.16300000e+03]
 [9.92000711e-01 9.92602866e-01 9.91091991e-01 2.16300000e+03]]",0.9910919914070824,0.9920007111967754,0.9926028663892742,0.9907535829865928
cybertweets,14414,BERTopic,leak,130,48.949395179748535,"[[5.33333333e-01 3.33333333e-01 4.10256410e-01 2.40000000e+01]
 [9.92551210e-01 9.96727443e-01 9.94634943e-01 2.13900000e+03]
 [9.89366620e-01 9.89366620e-01 9.89366620e-01 9.89366620e-01]
 [7.62942272e-01 6.65030388e-01 7.02445677e-01 2.16300000e+03]
 [9.87455866e-01 9.89366620e-01 9.88150854e-01 2.16300000e+03]]",0.9891991259811403,0.9917476692663372,0.9916782246879334,0.9907535829865928
cybertweets,14414,BERTopic,leak,140,50.20889496803284,"[[1.00000000e+00 3.33333333e-01 5.00000000e-01 2.40000000e+01]
 [9.92575406e-01 1.00000000e+00 9.96273871e-01 2.13900000e+03]
 [9.92602866e-01 9.92602866e-01 9.92602866e-01 9.92602866e-01]
 [9.96287703e-01 6.66666667e-01 7.48136935e-01 2.16300000e+03]
 [9.92657787e-01 9.92602866e-01 9.90767364e-01 2.16300000e+03]]",0.9907673643254108,0.9926577871028572,0.9926028663892742,0.9907535829865928
cybertweets,14414,BERTopic,leak,150,50.643441915512085,"[[1.00000000e+00 2.08333333e-01 3.44827586e-01 2.40000000e+01]
 [9.91195551e-01 1.00000000e+00 9.95578310e-01 2.13900000e+03]
 [9.91215904e-01 9.91215904e-01 9.91215904e-01 9.91215904e-01]
 [9.95597776e-01 6.04166667e-01 6.70202948e-01 2.16300000e+03]
 [9.91293243e-01 9.91215904e-01 9.88357775e-01 2.16300000e+03]]",0.9849673653971884,0.9843753111672006,0.9889042995839112,0.9907535829865928
cybertweets,14414,BERTopic,ransomware,20,45.45894241333008,"[[8.88446215e-01 4.76495726e-01 6.20305981e-01 4.68000000e+02]
 [8.71861925e-01 9.83480826e-01 9.24313834e-01 1.69500000e+03]
 [8.73786408e-01 8.73786408e-01 8.73786408e-01 8.73786408e-01]
 [8.80154070e-01 7.29988276e-01 7.72309907e-01 2.16300000e+03]
 [8.75450204e-01 8.73786408e-01 8.58536823e-01 2.16300000e+03]]",0.8585368228735194,0.8754502038966043,0.8737864077669902,0.8719371243643088
cybertweets,14414,BERTopic,ransomware,30,54.13968276977539,"[[8.92000000e-01 4.76495726e-01 6.21169916e-01 4.68000000e+02]
 [8.71928907e-01 9.84070796e-01 9.24611973e-01 1.69500000e+03]
 [8.74248729e-01 8.74248729e-01 8.74248729e-01 8.74248729e-01]
 [8.81964454e-01 7.30283261e-01 7.72890945e-01 2.16300000e+03]
 [8.76271613e-01 8.74248729e-01 8.58957381e-01 2.16300000e+03]]",0.858957381,0.8762716126539127,0.8742487286176607,0.8839574664817383
cybertweets,14414,BERTopic,ransomware,40,47.39863443374634,"[[8.96946565e-01 5.02136752e-01 6.43835616e-01 4.68000000e+02]
 [8.77432930e-01 9.84070796e-01 9.27697442e-01 1.69500000e+03]
 [8.79796579e-01 8.79796579e-01 8.79796579e-01 8.79796579e-01]
 [8.87189747e-01 7.43103774e-01 7.85766529e-01 2.16300000e+03]
 [8.81655020e-01 8.79796579e-01 8.66279349e-01 2.16300000e+03]]",0.8656747354529487,0.8812080831568011,0.8793342579750347,0.8733240869163199
cybertweets,14414,BERTopic,ransomware,50,50.76010656356812,"[[8.80866426e-01 5.21367521e-01 6.55033557e-01 4.68000000e+02]
 [8.81230117e-01 9.80530973e-01 9.28232337e-01 1.69500000e+03]
 [8.81183541e-01 8.81183541e-01 8.81183541e-01 8.81183541e-01]
 [8.81048271e-01 7.50949247e-01 7.91632947e-01 2.16300000e+03]
 [8.81151426e-01 8.81183541e-01 8.69121367e-01 2.16300000e+03]]",0.8674252867459438,0.8782405905775622,0.8793342579750347,0.8811835413777162
cybertweets,14414,BERTopic,ransomware,60,48.79220414161682,"[[8.82783883e-01 5.14957265e-01 6.50472335e-01 4.68000000e+02]
 [8.79894180e-01 9.81120944e-01 9.27754533e-01 1.69500000e+03]
 [8.80258900e-01 8.80258900e-01 8.80258900e-01 8.80258900e-01]
 [8.81339031e-01 7.48039104e-01 7.89113434e-01 2.16300000e+03]
 [8.80519414e-01 8.80258900e-01 8.67760049e-01 2.16300000e+03]]",0.8660658345518678,0.8775616091679589,0.878409616,0.8663892741562644
cybertweets,14414,BERTopic,ransomware,70,49.05547857284546,"[[8.74213836e-01 5.94017094e-01 7.07379135e-01 4.68000000e+02]
 [8.97018970e-01 9.76401180e-01 9.35028249e-01 1.69500000e+03]
 [8.93666204e-01 8.93666204e-01 8.93666204e-01 8.93666204e-01]
 [8.85616403e-01 7.85209137e-01 8.21203692e-01 2.16300000e+03]
 [8.92084711e-01 8.93666204e-01 8.85772684e-01 2.16300000e+03]]",0.8871971950383415,0.8938321622532921,0.8950531668978271,0.8737864077669902
cybertweets,14414,BERTopic,ransomware,80,46.30919337272644,"[[8.53741497e-01 5.36324786e-01 6.58792651e-01 4.68000000e+02]
 [8.83895131e-01 9.74631268e-01 9.27048260e-01 1.69500000e+03]
 [8.79796579e-01 8.79796579e-01 8.79796579e-01 8.79796579e-01]
 [8.68818314e-01 7.55478027e-01 7.92920456e-01 2.16300000e+03]
 [8.77370905e-01 8.79796579e-01 8.69006825e-01 2.16300000e+03]]",0.8686086914778757,0.8791763594678259,0.8802588996763754,0.8756356911696718
cybertweets,14414,BERTopic,ransomware,90,49.89106774330139,"[[8.68589744e-01 5.79059829e-01 6.94871795e-01 4.68000000e+02]
 [8.93571043e-01 9.75811209e-01 9.32882121e-01 1.69500000e+03]
 [8.89967638e-01 8.89967638e-01 8.89967638e-01 8.89967638e-01]
 [8.81080393e-01 7.77435519e-01 8.13876958e-01 2.16300000e+03]
 [8.88165935e-01 8.89967638e-01 8.81384741e-01 2.16300000e+03]]",0.8843937363147096,0.8927933749843882,0.8932038834951457,0.871012483
cybertweets,14414,BERTopic,ransomware,100,53.28734111785889,"[[8.96678967e-01 5.19230769e-01 6.57645467e-01 4.68000000e+02]
 [8.81078224e-01 9.83480826e-01 9.29467522e-01 1.69500000e+03]
 [8.83032825e-01 8.83032825e-01 8.83032825e-01 8.83032825e-01]
 [8.88878595e-01 7.51355798e-01 7.93556494e-01 2.16300000e+03]
 [8.84453697e-01 8.83032825e-01 8.70654428e-01 2.16300000e+03]]",0.8712500272569365,0.884901005,0.883495146,0.883495146
cybertweets,14414,BERTopic,ransomware,110,48.95957422,"[[8.85017422e-01 5.42735043e-01 6.72847682e-01 4.68000000e+02]
 [8.85927505e-01 9.80530973e-01 9.30831700e-01 1.69500000e+03]
 [8.85806750e-01 8.85806750e-01 8.85806750e-01 8.85806750e-01]
 [8.85472463e-01 7.61633008e-01 8.01839691e-01 2.16300000e+03]
 [8.85730594e-01 8.85806750e-01 8.75012689e-01 2.16300000e+03]]",0.8755968406780187,0.8861872399445214,0.8862690707350902,0.8733240869163199
cybertweets,14414,BERTopic,ransomware,120,49.61195969581604,"[[8.65131579e-01 5.61965812e-01 6.81347150e-01 4.68000000e+02]
 [8.89725659e-01 9.75811209e-01 9.30782217e-01 1.69500000e+03]
 [8.86269071e-01 8.86269071e-01 8.86269071e-01 8.86269071e-01]
 [8.77428619e-01 7.68888511e-01 8.06064684e-01 2.16300000e+03]
 [8.84404332e-01 8.86269071e-01 8.76812910e-01 2.16300000e+03]]",0.8758113890266113,0.8832710664203136,0.8853444290337494,0.874711049
cybertweets,14414,BERTopic,ransomware,130,46.73526573181152,"[[8.98360656e-01 5.85470085e-01 7.08926261e-01 4.68000000e+02]
 [8.95586652e-01 9.81710914e-01 9.36673234e-01 1.69500000e+03]
 [8.95977809e-01 8.95977809e-01 8.95977809e-01 8.95977809e-01]
 [8.96973654e-01 7.83590500e-01 8.22799748e-01 2.16300000e+03]
 [8.96186853e-01 8.95977809e-01 8.87396496e-01 2.16300000e+03]]",0.8868281206452183,0.8957369916746514,0.8955154877484974,0.8802588996763754
cybertweets,14414,BERTopic,ransomware,140,51.009302377700806,"[[8.75838926e-01 5.57692308e-01 6.81462141e-01 4.68000000e+02]
 [8.89008043e-01 9.78171091e-01 9.31460674e-01 1.69500000e+03]
 [8.87193712e-01 8.87193712e-01 8.87193712e-01 8.87193712e-01]
 [8.82423485e-01 7.67931700e-01 8.06461408e-01 2.16300000e+03]
 [8.86158692e-01 8.87193712e-01 8.77369452e-01 2.16300000e+03]]",0.8786542171653008,0.8882255144831702,0.888580675,0.8890429958391124
cybertweets,14414,BERTopic,ransomware,150,49.92284202575684,"[[9.07534247e-01 5.66239316e-01 6.97368421e-01 4.68000000e+02]
 [8.91501871e-01 9.84070796e-01 9.35501963e-01 1.69500000e+03]
 [8.93666204e-01 8.93666204e-01 8.93666204e-01 8.93666204e-01]
 [8.99518059e-01 7.75155056e-01 8.16435192e-01 2.16300000e+03]
 [8.94970734e-01 8.93666204e-01 8.83977923e-01 2.16300000e+03]]",0.8806682550546732,0.8905314120867446,0.8904299583911235,0.8922792417938049
cybertweets,14414,BERTopic,vulnerability,20,47.66155910491944,"[[8.02643172e-01 8.78495661e-01 8.38858195e-01 1.03700000e+03]
 [8.77431907e-01 8.01065719e-01 8.37511606e-01 1.12600000e+03]
 [8.38187702e-01 8.38187702e-01 8.38187702e-01 8.38187702e-01]
 [8.40037539e-01 8.39780690e-01 8.38184901e-01 2.16300000e+03]
 [8.41576189e-01 8.38187702e-01 8.38157197e-01 2.16300000e+03]]",0.8400209160069078,0.8431844473490054,0.8400369856680536,0.835413777
cybertweets,14414,BERTopic,vulnerability,30,46.43167662620544,"[[8.53023256e-01 8.84281581e-01 8.68371212e-01 1.03700000e+03]
 [8.89705882e-01 8.59680284e-01 8.74435411e-01 1.12600000e+03]
 [8.71474804e-01 8.71474804e-01 8.71474804e-01 8.71474804e-01]
 [8.71364569e-01 8.71980933e-01 8.71403312e-01 2.16300000e+03]
 [8.72119251e-01 8.71474804e-01 8.71528072e-01 2.16300000e+03]]",0.8710670405317829,0.8718100098464333,0.871012483,0.8109107720758206
cybertweets,14414,BERTopic,vulnerability,40,48.63291430473328,"[[8.02564103e-01 9.05496625e-01 8.50928863e-01 1.03700000e+03]
 [9.01309164e-01 7.94849023e-01 8.44738084e-01 1.12600000e+03]
 [8.47896440e-01 8.47896440e-01 8.47896440e-01 8.47896440e-01]
 [8.51936633e-01 8.50172824e-01 8.47833473e-01 2.16300000e+03]
 [8.53968143e-01 8.47896440e-01 8.47706109e-01 2.16300000e+03]]",0.84583066,0.8524493806736766,0.8460471567267683,0.8636153490522422
cybertweets,14414,BERTopic,vulnerability,50,49.14855933189392,"[[7.90893761e-01 9.04532305e-01 8.43904633e-01 1.03700000e+03]
 [8.98669396e-01 7.79751332e-01 8.34997622e-01 1.12600000e+03]
 [8.39574665e-01 8.39574665e-01 8.39574665e-01 8.39574665e-01]
 [8.44781578e-01 8.42141818e-01 8.39451128e-01 2.16300000e+03]
 [8.46998876e-01 8.39574665e-01 8.39267882e-01 2.16300000e+03]]",0.8383268899940755,0.8462523285177007,0.8386500231160425,0.871012483
cybertweets,14414,BERTopic,vulnerability,60,47.77704215049744,"[[8.71694417e-01 8.58244937e-01 8.64917396e-01 1.03700000e+03]
 [8.71278459e-01 8.83658970e-01 8.77425044e-01 1.12600000e+03]
 [8.71474804e-01 8.71474804e-01 8.71474804e-01 8.71474804e-01]
 [8.71486438e-01 8.70951954e-01 8.71171220e-01 2.16300000e+03]
 [8.71477880e-01 8.71474804e-01 8.71428543e-01 2.16300000e+03]]",0.8714414358489341,0.8714618238889501,0.8714748035136385,0.8802588996763754
cybertweets,14414,BERTopic,vulnerability,70,52.879754066467285,"[[8.81305638e-01 8.59209257e-01 8.70117188e-01 1.03700000e+03]
 [8.73263889e-01 8.93428064e-01 8.83230904e-01 1.12600000e+03]
 [8.77022654e-01 8.77022654e-01 8.77022654e-01 8.77022654e-01]
 [8.77284763e-01 8.76318661e-01 8.76674046e-01 2.16300000e+03]
 [8.77119318e-01 8.77022654e-01 8.76943838e-01 2.16300000e+03]]",0.880121992,0.8806208853851192,0.8802588996763754,0.8691631992602866
cybertweets,14414,BERTopic,vulnerability,80,49.31213140487671,"[[8.75612145e-01 8.62102218e-01 8.68804665e-01 1.03700000e+03]
 [8.74781086e-01 8.87211368e-01 8.80952381e-01 1.12600000e+03]
 [8.75173370e-01 8.75173370e-01 8.75173370e-01 8.75173370e-01]
 [8.75196615e-01 8.74656793e-01 8.74878523e-01 2.16300000e+03]
 [8.75179518e-01 8.75173370e-01 8.75128441e-01 2.16300000e+03]]",0.8751080444662647,0.8752243294861773,0.8751733703190014,0.8867313915857605
cybertweets,14414,BERTopic,vulnerability,90,53.53146553039551,"[[8.52941176e-01 8.66923819e-01 8.59875658e-01 1.03700000e+03]
 [8.75563571e-01 8.62344583e-01 8.68903803e-01 1.12600000e+03]
 [8.64539991e-01 8.64539991e-01 8.64539991e-01 8.64539991e-01]
 [8.64252374e-01 8.64634201e-01 8.64389730e-01 2.16300000e+03]
 [8.64717790e-01 8.64539991e-01 8.64575469e-01 2.16300000e+03]]",0.8599622757501812,0.8602022568112568,0.8599167822468793,0.8751733703190014
cybertweets,14414,BERTopic,vulnerability,100,51.81741571426392,"[[8.59632139e-01 8.56316297e-01 8.57971014e-01 1.03700000e+03]
 [8.68141593e-01 8.71225577e-01 8.69680851e-01 1.12600000e+03]
 [8.64077670e-01 8.64077670e-01 8.64077670e-01 8.64077670e-01]
 [8.63886866e-01 8.63770937e-01 8.63825933e-01 2.16300000e+03]
 [8.64061934e-01 8.64077670e-01 8.64066842e-01 2.16300000e+03]]",0.8644572439985001,0.8646062145166746,0.864539991,0.8502080443828016
cybertweets,14414,BERTopic,vulnerability,110,52.11535692214966,"[[8.05867127e-01 9.00675024e-01 8.50637523e-01 1.03700000e+03]
 [8.97410359e-01 8.00177620e-01 8.46009390e-01 1.12600000e+03]
 [8.48358761e-01 8.48358761e-01 8.48358761e-01 8.48358761e-01]
 [8.51638743e-01 8.50426322e-01 8.48323456e-01 2.16300000e+03]
 [8.53522087e-01 8.48358761e-01 8.48228240e-01 2.16300000e+03]]",0.8501077527086545,0.8549186362268169,0.8502080443828016,0.8395746648173833
cybertweets,14414,BERTopic,vulnerability,120,46.14422917366028,"[[8.83052527e-01 8.59209257e-01 8.70967742e-01 1.03700000e+03]
 [8.73483536e-01 8.95204263e-01 8.84210526e-01 1.12600000e+03]
 [8.77947295e-01 8.77947295e-01 8.77947295e-01 8.77947295e-01]
 [8.78268031e-01 8.77206760e-01 8.77589134e-01 2.16300000e+03]
 [8.78071166e-01 8.77947295e-01 8.77861582e-01 2.16300000e+03]]",0.87874656,0.8791662722867474,0.8788719371243643,0.8779472954230236
cybertweets,14414,BERTopic,vulnerability,130,50.046616077423096,"[[8.87096774e-01 8.48601736e-01 8.67422376e-01 1.03700000e+03]
 [8.65926558e-01 9.00532860e-01 8.82890727e-01 1.12600000e+03]
 [8.75635691e-01 8.75635691e-01 8.75635691e-01 8.75635691e-01]
 [8.76511666e-01 8.74567298e-01 8.75156551e-01 2.16300000e+03]
 [8.76076126e-01 8.75635691e-01 8.75474786e-01 2.16300000e+03]]",0.8722850177708368,0.872603518,0.8723994452149791,0.8469717984281091
cybertweets,14414,BERTopic,vulnerability,140,46.04305696487427,"[[8.28082808e-01 8.87174542e-01 8.56610801e-01 1.03700000e+03]
 [8.88783270e-01 8.30373002e-01 8.58585859e-01 1.12600000e+03]
 [8.57605178e-01 8.57605178e-01 8.57605178e-01 8.57605178e-01]
 [8.58433039e-01 8.58773772e-01 8.57598330e-01 2.16300000e+03]
 [8.59681847e-01 8.57605178e-01 8.57638963e-01 2.16300000e+03]]",0.8553089768163701,0.8578463838131851,0.8552935737401757,0.8807212205270458
cybertweets,14414,BERTopic,vulnerability,150,47.31131625175476,"[[8.16489362e-01 8.88138862e-01 8.50808314e-01 1.03700000e+03]
 [8.87922705e-01 8.16163410e-01 8.50532161e-01 1.12600000e+03]
 [8.50670365e-01 8.50670365e-01 8.50670365e-01 8.50670365e-01]
 [8.52206034e-01 8.52151136e-01 8.50670238e-01 2.16300000e+03]
 [8.53675652e-01 8.50670365e-01 8.50664556e-01 2.16300000e+03]]",0.8520003425910676,0.8560488548297539,0.8520573277854832,0.8756356911696718
cybertweets,14414,CTM,0day,20,96.83530902862547,"[[1.00000000e+00 6.73267327e-01 8.04733728e-01 1.01000000e+02]
 [9.84248210e-01 1.00000000e+00 9.92061583e-01 2.06200000e+03]
 [9.84743412e-01 9.84743412e-01 9.84743412e-01 9.84743412e-01]
 [9.92124105e-01 8.36633663e-01 8.98397655e-01 2.16300000e+03]
 [9.84983730e-01 9.84743412e-01 9.83314420e-01 2.16300000e+03]]",0.9833144199683234,0.9849837304989424,0.984743412,0.984743412
cybertweets,14414,CTM,0day,30,125.22679901123048,"[[1.00000000e+00 6.73267327e-01 8.04733728e-01 1.01000000e+02]
 [9.84248210e-01 1.00000000e+00 9.92061583e-01 2.06200000e+03]
 [9.84743412e-01 9.84743412e-01 9.84743412e-01 9.84743412e-01]
 [9.92124105e-01 8.36633663e-01 8.98397655e-01 2.16300000e+03]
 [9.84983730e-01 9.84743412e-01 9.83314420e-01 2.16300000e+03]]",0.9833144199683234,0.9849837304989424,0.984743412,0.984743412
cybertweets,14414,CTM,0day,40,79.00827431678772,"[[1.00000000e+00 6.73267327e-01 8.04733728e-01 1.01000000e+02]
 [9.84248210e-01 1.00000000e+00 9.92061583e-01 2.06200000e+03]
 [9.84743412e-01 9.84743412e-01 9.84743412e-01 9.84743412e-01]
 [9.92124105e-01 8.36633663e-01 8.98397655e-01 2.16300000e+03]
 [9.84983730e-01 9.84743412e-01 9.83314420e-01 2.16300000e+03]]",0.9833144199683234,0.9849837304989424,0.984743412,0.984743412
cybertweets,14414,CTM,0day,50,119.557688,"[[1.00000000e+00 6.73267327e-01 8.04733728e-01 1.01000000e+02]
 [9.84248210e-01 1.00000000e+00 9.92061583e-01 2.06200000e+03]
 [9.84743412e-01 9.84743412e-01 9.84743412e-01 9.84743412e-01]
 [9.92124105e-01 8.36633663e-01 8.98397655e-01 2.16300000e+03]
 [9.84983730e-01 9.84743412e-01 9.83314420e-01 2.16300000e+03]]",0.9833144199683234,0.9849837304989424,0.984743412,0.984743412
cybertweets,14414,CTM,0day,60,95.45603442192078,"[[1.00000000e+00 6.73267327e-01 8.04733728e-01 1.01000000e+02]
 [9.84248210e-01 1.00000000e+00 9.92061583e-01 2.06200000e+03]
 [9.84743412e-01 9.84743412e-01 9.84743412e-01 9.84743412e-01]
 [9.92124105e-01 8.36633663e-01 8.98397655e-01 2.16300000e+03]
 [9.84983730e-01 9.84743412e-01 9.83314420e-01 2.16300000e+03]]",0.9833144199683234,0.9849837304989424,0.984743412,0.9852057327785484
cybertweets,14414,CTM,0day,70,76.84730625152588,"[[9.86486486e-01 7.22772277e-01 8.34285714e-01 1.01000000e+02]
 [9.86596458e-01 9.99515034e-01 9.93013732e-01 2.06200000e+03]
 [9.86592695e-01 9.86592695e-01 9.86592695e-01 9.86592695e-01]
 [9.86541472e-01 8.61143656e-01 9.13649723e-01 2.16300000e+03]
 [9.86591323e-01 9.86592695e-01 9.85602021e-01 2.16300000e+03]]",0.9856020211585016,0.9865913225977736,0.9865926953305594,0.984743412
cybertweets,14414,CTM,0day,80,99.52132320404051,"[[1.00000000e+00 6.73267327e-01 8.04733728e-01 1.01000000e+02]
 [9.84248210e-01 1.00000000e+00 9.92061583e-01 2.06200000e+03]
 [9.84743412e-01 9.84743412e-01 9.84743412e-01 9.84743412e-01]
 [9.92124105e-01 8.36633663e-01 8.98397655e-01 2.16300000e+03]
 [9.84983730e-01 9.84743412e-01 9.83314420e-01 2.16300000e+03]]",0.9833144199683234,0.9849837304989424,0.984743412,0.984743412
cybertweets,14414,CTM,0day,90,54.24604821205139,"[[1.00000000e+00 6.73267327e-01 8.04733728e-01 1.01000000e+02]
 [9.84248210e-01 1.00000000e+00 9.92061583e-01 2.06200000e+03]
 [9.84743412e-01 9.84743412e-01 9.84743412e-01 9.84743412e-01]
 [9.92124105e-01 8.36633663e-01 8.98397655e-01 2.16300000e+03]
 [9.84983730e-01 9.84743412e-01 9.83314420e-01 2.16300000e+03]]",0.9833144199683234,0.9849837304989424,0.984743412,0.986130374
cybertweets,14414,CTM,0day,100,63.76376295089722,"[[1.00000000e+00 6.73267327e-01 8.04733728e-01 1.01000000e+02]
 [9.84248210e-01 1.00000000e+00 9.92061583e-01 2.06200000e+03]
 [9.84743412e-01 9.84743412e-01 9.84743412e-01 9.84743412e-01]
 [9.92124105e-01 8.36633663e-01 8.98397655e-01 2.16300000e+03]
 [9.84983730e-01 9.84743412e-01 9.83314420e-01 2.16300000e+03]]",0.9833144199683234,0.9849837304989424,0.984743412,0.9852057327785484
cybertweets,14414,CTM,0day,110,83.13032603263855,"[[1.00000000e+00 6.73267327e-01 8.04733728e-01 1.01000000e+02]
 [9.84248210e-01 1.00000000e+00 9.92061583e-01 2.06200000e+03]
 [9.84743412e-01 9.84743412e-01 9.84743412e-01 9.84743412e-01]
 [9.92124105e-01 8.36633663e-01 8.98397655e-01 2.16300000e+03]
 [9.84983730e-01 9.84743412e-01 9.83314420e-01 2.16300000e+03]]",0.9833144199683234,0.9849837304989424,0.984743412,0.9842810910772076
cybertweets,14414,CTM,0day,120,57.39065289497376,"[[9.71830986e-01 6.83168317e-01 8.02325581e-01 1.01000000e+02]
 [9.84703633e-01 9.99030068e-01 9.91815118e-01 2.06200000e+03]
 [9.84281091e-01 9.84281091e-01 9.84281091e-01 9.84281091e-01]
 [9.78267309e-01 8.41099192e-01 8.97070350e-01 2.16300000e+03]
 [9.84102552e-01 9.84281091e-01 9.82967017e-01 2.16300000e+03]]",0.9829670166211518,0.9841025522842576,0.9842810910772076,0.984743412
cybertweets,14414,CTM,0day,130,103.87165594100952,"[[9.74358974e-01 7.52475248e-01 8.49162011e-01 1.01000000e+02]
 [9.88009592e-01 9.99030068e-01 9.93489269e-01 2.06200000e+03]
 [9.87517337e-01 9.87517337e-01 9.87517337e-01 9.87517337e-01]
 [9.81184283e-01 8.75752658e-01 9.21325640e-01 2.16300000e+03]
 [9.87372185e-01 9.87517337e-01 9.86749994e-01 2.16300000e+03]]",0.986749994,0.9873721848297528,0.987517337,0.984743412
cybertweets,14414,CTM,0day,140,74.64121079444885,"[[9.86842105e-01 7.42574257e-01 8.47457627e-01 1.01000000e+02]
 [9.87541926e-01 9.99515034e-01 9.93492408e-01 2.06200000e+03]
 [9.87517337e-01 9.87517337e-01 9.87517337e-01 9.87517337e-01]
 [9.87192016e-01 8.71044646e-01 9.20475017e-01 2.16300000e+03]
 [9.87509248e-01 9.87517337e-01 9.86673400e-01 2.16300000e+03]]",0.9861394031554284,0.9870501804114123,0.9870550161812298,0.984743412
cybertweets,14414,CTM,0day,150,38.874549865722656,"[[1.00000000e+00 6.73267327e-01 8.04733728e-01 1.01000000e+02]
 [9.84248210e-01 1.00000000e+00 9.92061583e-01 2.06200000e+03]
 [9.84743412e-01 9.84743412e-01 9.84743412e-01 9.84743412e-01]
 [9.92124105e-01 8.36633663e-01 8.98397655e-01 2.16300000e+03]
 [9.84983730e-01 9.84743412e-01 9.83314420e-01 2.16300000e+03]]",0.9833144199683234,0.9849837304989424,0.984743412,0.9842810910772076
cybertweets,14414,CTM,botnet,20,69.05206919,"[[5.09433962e-01 2.52336449e-01 3.37500000e-01 1.07000000e+02]
 [9.62085308e-01 9.87354086e-01 9.74555929e-01 2.05600000e+03]
 [9.50993990e-01 9.50993990e-01 9.50993990e-01 9.50993990e-01]
 [7.35759635e-01 6.19845267e-01 6.56027964e-01 2.16300000e+03]
 [9.39693401e-01 9.50993990e-01 9.43041835e-01 2.16300000e+03]]",0.9430418353760458,0.9396934014457666,0.9509939898289412,0.9509939898289412
cybertweets,14414,CTM,botnet,30,97.60705876350404,"[[9.13043478e-01 3.92523364e-01 5.49019608e-01 1.07000000e+02]
 [9.69296174e-01 9.98054475e-01 9.83465133e-01 2.05600000e+03]
 [9.68099861e-01 9.68099861e-01 9.68099861e-01 9.68099861e-01]
 [9.41169826e-01 6.95288920e-01 7.66242370e-01 2.16300000e+03]
 [9.66513447e-01 9.68099861e-01 9.61973838e-01 2.16300000e+03]]",0.9619738379485812,0.9665134468655704,0.9680998613037448,0.9680998613037448
cybertweets,14414,CTM,botnet,40,100.3660900592804,"[[8.95833333e-01 4.01869159e-01 5.54838710e-01 1.07000000e+02]
 [9.69739953e-01 9.97568093e-01 9.83457205e-01 2.05600000e+03]
 [9.68099861e-01 9.68099861e-01 9.68099861e-01 9.68099861e-01]
 [9.32786643e-01 6.99718626e-01 7.69147957e-01 2.16300000e+03]
 [9.66083916e-01 9.68099861e-01 9.62254163e-01 2.16300000e+03]]",0.962254163,0.9660839156062248,0.9680998613037448,0.959315765
cybertweets,14414,CTM,botnet,50,110.74853348731996,"[[9.03846154e-01 4.39252336e-01 5.91194969e-01 1.07000000e+02]
 [9.71577451e-01 9.97568093e-01 9.84401248e-01 2.05600000e+03]
 [9.69949145e-01 9.69949145e-01 9.69949145e-01 9.69949145e-01]
 [9.37711803e-01 7.18410215e-01 7.87798108e-01 2.16300000e+03]
 [9.68226897e-01 9.69949145e-01 9.64949990e-01 2.16300000e+03]]",0.9649499895136228,0.9682268971946713,0.9699491447064262,0.9717984281091078
cybertweets,14414,CTM,botnet,60,55.52033281326294,"[[7.56097561e-01 2.89719626e-01 4.18918919e-01 1.07000000e+02]
 [9.64184731e-01 9.95136187e-01 9.79415989e-01 2.05600000e+03]
 [9.60240407e-01 9.60240407e-01 9.60240407e-01 9.60240407e-01]
 [8.60141146e-01 6.42427906e-01 6.99167454e-01 2.16300000e+03]
 [9.53891006e-01 9.60240407e-01 9.51689134e-01 2.16300000e+03]]",0.9516891339359468,0.9538910063582746,0.9602404068423486,0.9699491447064262
cybertweets,14414,CTM,botnet,70,114.61704421043396,"[[7.95918367e-01 3.64485981e-01 5.00000000e-01 1.07000000e+02]
 [9.67833491e-01 9.95136187e-01 9.81294964e-01 2.05600000e+03]
 [9.63938974e-01 9.63938974e-01 9.63938974e-01 9.63938974e-01]
 [8.81875929e-01 6.79811084e-01 7.40647482e-01 2.16300000e+03]
 [9.59329137e-01 9.63938974e-01 9.57486105e-01 2.16300000e+03]]",0.958182468,0.959966428,0.964401294,0.9680998613037448
